Repo,Folder Path,Has Docker,Port,PoC Logic,Show Description,Vulnerabilities
leek-fund,local_repos/leek-fund,No,,RCE,"This repository provides lfi/rfi, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Header Injection', 'SSRF', 'Path Traversal', 'RCE']"
JNDI-Injection-Bypass,local_repos/JNDI-Injection-Bypass,No,,RCE,"This repository provides xss, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE']"
infiniflow_ragflow,local_repos/infiniflow_ragflow,Yes,,"RCE, RFI","This repository provides ssrf, rce, deserialization proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE', 'Deserialization', 'LFI/RFI', 'SQL Injection', 'XSS', 'Header Injection', 'Path Traversal']"
go-gin-vul,local_repos/go-gin-vul,Yes,8080,"RCE, XSS","This repository provides ssrf, sql injection, rce proof-of-concept with Docker deployment on port 8080 demonstrating web-based attack vectors.","['SSRF', 'SQL Injection', 'RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection']"
scantron,local_repos/scantron,No,,RCE,"This repository provides rce, sql injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SQL Injection', 'LFI/RFI', 'SSRF', 'XSS', 'Header Injection', 'Path Traversal', 'Deserialization']"
vulbase,local_repos/vulbase,Yes,80,RCE,"This repository provides rce, xss, ssrf proof-of-concept with Docker deployment on port 80 demonstrating web-based attack vectors.","['RCE', 'XSS', 'SSRF', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SQL Injection', 'Deserialization']"
assetnote_kiterunner,local_repos/assetnote_kiterunner,No,,RCE,"This repository provides header injection, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'SSRF', 'LFI/RFI', 'SQL Injection', 'Path Traversal', 'RCE']"
dbarzin_mercator,local_repos/dbarzin_mercator,Yes,8080,"RCE, SQL Injection","This repository provides ssrf, rce, lfi/rfi proof-of-concept with Docker deployment on port 8080 demonstrating web-based attack vectors.","['SSRF', 'RCE', 'LFI/RFI', 'SQL Injection', 'Path Traversal', 'Header Injection', 'XSS', 'Deserialization']"
agenticSeek,local_repos/agenticSeek,Yes,7777,RCE,"This repository provides ssrf, rce, sql injection proof-of-concept with Docker deployment on port 7777 demonstrating web-based attack vectors.","['SSRF', 'RCE', 'SQL Injection', 'LFI/RFI', 'Path Traversal', 'XSS']"
internalblue,local_repos/internalblue,No,,RCE,"This repository provides lfi/rfi, path traversal, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SQL Injection', 'Header Injection', 'RCE']"
Te-k_flexidie,local_repos/Te-k_flexidie,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'XSS', 'Header Injection', 'SQL Injection', 'Deserialization']"
Github-Monitor,local_repos/Github-Monitor,Yes,8,SQL Injection,"This repository provides ssrf, lfi/rfi, path traversal proof-of-concept with Docker deployment on port 8 demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'Path Traversal', 'XSS', 'SQL Injection', 'Header Injection', 'RCE']"
0ang3el_aem-hacker,local_repos/0ang3el_aem-hacker,Yes,,"RCE, XSS","This repository provides sql injection, xss, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'RCE', 'Path Traversal', 'Header Injection', 'SSRF']"
osxcollector,local_repos/osxcollector,No,,"RCE, SQL Injection","This repository provides sql injection, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'Header Injection', 'LFI/RFI']"
go-gin-api,local_repos/go-gin-api,Yes,9999/tcp,RCE,"This repository provides ssrf, header injection, xss proof-of-concept with Docker deployment on port 9999/tcp demonstrating web-based attack vectors.","['SSRF', 'Header Injection', 'XSS', 'SQL Injection', 'LFI/RFI', 'RCE']"
jeb-samplecode,local_repos/jeb-samplecode,No,,RCE,"This repository provides rce, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'LFI/RFI', 'SSRF', 'XSS', 'Path Traversal']"
munki,local_repos/munki,No,,RCE,"This repository provides xss, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'RCE', 'LFI/RFI', 'SQL Injection', 'Path Traversal', 'SSRF', 'Header Injection']"
filestash,local_repos/filestash,Yes,,"RCE, SQL Injection","This repository provides rce, ssrf, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SSRF', 'Header Injection', 'SQL Injection', 'LFI/RFI', 'Path Traversal', 'XSS']"
broken-link-checker,local_repos/broken-link-checker,No,,RCE,"This repository provides xss, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'Path Traversal', 'RCE', 'Header Injection']"
x-render,local_repos/x-render,No,,SQL Injection,"This repository provides lfi/rfi, xss, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Path Traversal', 'SQL Injection']"
tenet,local_repos/tenet,No,,RCE,"This repository provides lfi/rfi, sql injection, ssrf proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SQL Injection', 'SSRF', 'Path Traversal', 'Header Injection']"
ohmyzsh,local_repos/ohmyzsh,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'SSRF']"
nbonamy_witsy,local_repos/nbonamy_witsy,No,,SQL Injection,"This repository provides lfi/rfi, rce, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'XSS', 'SSRF', 'Header Injection', 'Path Traversal']"
godnslog,local_repos/godnslog,Yes,53/TCP,"RCE, RFI","This repository provides rce, xss, sql injection proof-of-concept with Docker deployment on port 53/TCP demonstrating web-based attack vectors.","['RCE', 'XSS', 'SQL Injection', 'SSRF', 'Header Injection', 'LFI/RFI', 'Path Traversal']"
nginx_swagger,local_repos/nginx_swagger,Yes,8443,XSS,"This repository provides sql injection, xss, lfi/rfi proof-of-concept with Docker deployment on port 8443 demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'LFI/RFI', 'Path Traversal']"
gau,local_repos/gau,Yes,,RCE,This repository provides lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.,['LFI/RFI']
edex-ui,local_repos/edex-ui,No,,RCE,"This repository provides lfi/rfi, rce, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'XSS', 'Path Traversal', 'Header Injection']"
gopoc,local_repos/gopoc,No,,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'XSS']"
ka1n4t_CVE-2020-17530,local_repos/ka1n4t_CVE-2020-17530,No,,RCE,"This repository provides rce, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF']"
boy-hack_w8fuckcdn,local_repos/boy-hack_w8fuckcdn,No,,RFI,"This repository provides rce, lfi/rfi, sql injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SQL Injection']"
TardC_fofadump,local_repos/TardC_fofadump,No,,LFI/RFI,This repository provides lfi/rfi proof-of-concept demonstrating web-based attack vectors.,['LFI/RFI']
angelwhu_jvm-rasp,local_repos/angelwhu_jvm-rasp,No,,"RCE, SQL Injection","This repository provides xss, deserialization, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Deserialization', 'Header Injection', 'RCE', 'LFI/RFI']"
autoflow,local_repos/autoflow,Yes,4,RCE,"This repository provides rce, ssrf, xss proof-of-concept with Docker deployment on port 4 demonstrating web-based attack vectors.","['RCE', 'SSRF', 'XSS', 'SQL Injection', 'LFI/RFI', 'Header Injection', 'Path Traversal']"
Droidscope,local_repos/Droidscope,Yes,,"RCE, RFI","This repository provides rce, sql injection, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SQL Injection', 'LFI/RFI', 'Header Injection', 'Path Traversal', 'XSS']"
nemo_go,local_repos/nemo_go,Yes,,RCE,"This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'Header Injection', 'XSS', 'Path Traversal', 'SQL Injection', 'Deserialization']"
python_code_audit,local_repos/python_code_audit,No,,RCE,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'RCE', 'SQL Injection', 'XSS', 'Deserialization', 'SSRF']"
ormar,local_repos/ormar,Yes,,"RCE, SQL Injection","This repository provides xss, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'RCE', 'SSRF', 'Path Traversal', 'SQL Injection', 'Deserialization', 'Header Injection']"
golicense,local_repos/golicense,No,,RCE,"This repository provides xss, lfi/rfi, sql injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'SQL Injection']"
dwisiswant0_apkleaks,local_repos/dwisiswant0_apkleaks,Yes,,RCE,"This repository provides header injection, sql injection, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['Header Injection', 'SQL Injection', 'RCE', 'SSRF', 'Path Traversal']"
phpvulhunter,local_repos/phpvulhunter,No,,RCE,"This repository provides lfi/rfi, deserialization, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Deserialization', 'Header Injection', 'SSRF', 'RCE', 'SQL Injection', 'Path Traversal', 'XSS']"
learning-k8s-source-code,local_repos/learning-k8s-source-code,No,,RCE,"This repository provides lfi/rfi, path traversal, ssrf proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'SSRF', 'RCE', 'XSS', 'Header Injection', 'SQL Injection']"
websocket-smuggle,local_repos/websocket-smuggle,No,,"RCE, SSRF",This repository provides ssrf proof-of-concept demonstrating web-based attack vectors.,['SSRF']
deepseek-ai_DeepSeek-VL2,local_repos/deepseek-ai_DeepSeek-VL2,No,,RCE,"This repository provides xss, lfi/rfi, sql injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'LFI/RFI', 'SQL Injection', 'Path Traversal']"
kholia_OSX-KVM,local_repos/kholia_OSX-KVM,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'XSS']"
openapi_security_scanner,local_repos/openapi_security_scanner,No,,"RCE, SQL Injection","This repository provides sql injection, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'Header Injection', 'LFI/RFI', 'SSRF', 'Deserialization', 'RCE']"
ssl_logger,local_repos/ssl_logger,No,,RCE,"This repository provides header injection, rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'RCE', 'LFI/RFI']"
twister-core,local_repos/twister-core,Yes,28332,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept with Docker deployment on port 28332 demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'XSS', 'SQL Injection', 'Deserialization']"
BurpCRLFPlugin,local_repos/BurpCRLFPlugin,No,,XSS,"This repository provides lfi/rfi, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS']"
0xsp-Mongoose,local_repos/0xsp-Mongoose,No,,"RCE, SQL Injection","This repository provides sql injection, lfi/rfi, xss proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'LFI/RFI', 'XSS', 'SSRF', 'Header Injection', 'RCE']"
lanyulei_ferry,local_repos/lanyulei_ferry,Yes,6379,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SQL Injection', 'XSS', 'Deserialization', 'SSRF']"
git-hound,local_repos/git-hound,No,,RCE,"This repository provides rce, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI']"
S3Scanner,local_repos/S3Scanner,Yes,,RCE,"This repository provides lfi/rfi, ssrf, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Path Traversal', 'SQL Injection', 'RCE']"
fumblechain,local_repos/fumblechain,No,,RCE,"This repository provides ssrf, header injection, xss proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'Header Injection', 'XSS', 'LFI/RFI']"
barretlee_cloudflare-proxy,local_repos/barretlee_cloudflare-proxy,No,,Web Application,Security research repository - barretlee_cloudflare-proxy,[]
the-backdoor-factory,local_repos/the-backdoor-factory,No,,"RCE, LFI","This repository provides header injection, sql injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'SQL Injection', 'LFI/RFI', 'Path Traversal', 'RCE', 'XSS']"
EXP-Docs_CVE-2021-22192,local_repos/EXP-Docs_CVE-2021-22192,Yes,4,"RCE, RFI","This repository provides rce, ssrf, lfi/rfi proof-of-concept with Docker deployment on port 4 demonstrating web-based attack vectors.","['RCE', 'SSRF', 'LFI/RFI', 'Path Traversal', 'Deserialization', 'XSS', 'Header Injection']"
geowifi,local_repos/geowifi,Yes,,RCE,This repository provides ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.,['SSRF']
Marten4n6_EvilOSX,local_repos/Marten4n6_EvilOSX,Yes,,Privilege Escalation,"This repository provides rce, lfi/rfi, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SQL Injection', 'Header Injection', 'Path Traversal']"
madhuakula_kubernetes-goat,local_repos/madhuakula_kubernetes-goat,Yes,,"RCE, SSRF","This repository provides rce, ssrf, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SSRF', 'XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection']"
glance,local_repos/glance,Yes,8080/tcp,RCE,"This repository provides header injection, ssrf, lfi/rfi proof-of-concept with Docker deployment on port 8080/tcp demonstrating web-based attack vectors.","['Header Injection', 'SSRF', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'XSS']"
Hamster,local_repos/Hamster,Yes,,"RCE, RFI","This repository provides rce, ssrf, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SSRF', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'XSS', 'SQL Injection', 'Deserialization']"
hackUtils,local_repos/hackUtils,No,,"RCE, SQL Injection","This repository provides lfi/rfi, rce, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'SQL Injection', 'XSS', 'SSRF', 'Path Traversal', 'Deserialization']"
Cube-In-Electron,local_repos/Cube-In-Electron,No,,RCE,"This repository provides xss, header injection, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'RCE', 'SQL Injection']"
0verSp4ce_PoCBox,local_repos/0verSp4ce_PoCBox,No,,RCE,"This repository provides xss, sql injection, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SQL Injection', 'Header Injection', 'RCE', 'LFI/RFI', 'Path Traversal']"
netflix-no-ipv6-dns-proxy,local_repos/netflix-no-ipv6-dns-proxy,No,,RCE,This repository provides header injection proof-of-concept demonstrating web-based attack vectors.,['Header Injection']
NomadBin_vdesjs-drag,local_repos/NomadBin_vdesjs-drag,No,,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE', 'XSS', 'Header Injection', 'SQL Injection']"
dotfiles-and-scripts,local_repos/dotfiles-and-scripts,No,,RCE,"This repository provides rce, sql injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SQL Injection', 'LFI/RFI']"
